vve;woningen;postcode;huisnummer;wijk;stadsdeel;lat;lon;aantal_postcodes
Vve Complex 42 Woningen Stellenbosch Te 'S-Gravenhage;49;2572WB;358;Transvaalkwartier;Centrum;52.06303626493967;4.299216830550317;4
Vereniging Van Eigenaars Jacob Catsstraat 67 Tot En Met 151b(Oneven) En Wijnand Esserhof 1,2,3 En 4 Gevestigd Te 'S-Gravenhage;49;2515GD;67;Schildersbuurt;Centrum;52.069925574573986;4.310728889616917;2
"Vereniging van eigenaars Woontoren blok C, F3 en F4 gebouw """"t Hoge Veen"" te Leidschenveen (gemeente 's-Gravenhage)";49;2492JR;63;Leidschenveen;Leidschenveen-Ypenburg;52.06480957184554;4.402326857694899;1
Vereniging Van Eigenaars Van Het Gebouw Gerrit Van Der Veenlaan 51 Tot En Met 145 (Oneven Nummers) Te 'S-Gravenhage;49;2552WE;53;Loosduinen;Loosduinen;52.055061556852834;4.249371781758367;2
Vereniging Van Eigenaars Leyweg 340/450 Te 'S-Gravenhage;48;2545EG;398;Leyenburg;Escamp;52.056328323578256;4.267466134870484;2
Vereniging Van Eigenaren Den Haag Midden-West Ii, Segbroeklaan 104 T/M 202 (Even) En Hanenburghlaan 17 T/M 29 (Oneven) Te S Gravenhage;48;2565DN;106;Bomen- en Bloemenbuurt;Segbroek;52.0821497596453;4.270988352038522;3
Vereniging Van Eigenaars Segbroeklaan 508 Tot En Met 616y (Even Nummers) Te S Gravenhage;48;2565DJ;544;Bomen- en Bloemenbuurt;Segbroek;52.07838514089741;4.260828818815757;3
Vereniging Van Eigenaren Steenzicht 137 T/M 243;48;2543AD;137;Bouwlust/Vrederust;Escamp;52.04408384250548;4.262785764682922;2
Vereniging Van Eigenaren Landrestraat 1 T/M 141;48;2551AA;9;Waldeck;Loosduinen;52.061992065846326;4.230315103412933;4
Vereniging Van Eigenaars Vlamenburg 45 T/M 141 Te 'S-Gravenhage;48;2591AR;95;Mariahoeve en Marlot;Haagse Hout;52.090378470524755;4.358779062060657;2
Vereniging Van Eigenaars Parkflat Duttendel I Te 'S-Gravenhage;48;2597BE;848;Westbroekpark en Duttendel;Scheveningen;52.108037839577705;4.308050017981527;3
Vereniging Van Eigenaren Sportlaan 962 T/M 1080 (Even Nrs) Te S Gravenhage;48;2566NH;1044;Bomen- en Bloemenbuurt;Segbroek;52.07859482436692;4.256779017422932;3
Vereniging van Eigenaars Landréstraat 427 tot en met 567 (oneven) te 's-Gravenhage;48;2551AS;507;Waldeck;Loosduinen;52.06067369028085;4.227302735846406;4
Vereniging van Eigenaars van de woningen Laan van Nieuw Oost Indie 29 tot en met 107 (oneven nummers) te 's-Gravenhage;48;2593BL;77;Bezuidenhout;Haagse Hout;52.08613702651212;4.336030198421399;2
Vereniging Van Eigenaars Van De Woningen Complex Olympus Te 'S-Gravenhage, Gelegen Te 'S-Gravenhage Aan De Turfmarkt;48;2511DH;122;Centrum;Centrum;52.07893078534876;4.319958788042977;1
"""Vereniging Van Eigenaars Schependreef 21 Tot En Met 75 En Melis Stokelaan 2614 Tot En Met 2666""";48;2541GX;2614;Bouwlust/Vrederust;Escamp;52.034508293483704;4.258575698054212;3
Vereniging van Eigenaars Hendrinaland 6 tot en met 100 te 's-Gravenhage;48;2591TK;6;Mariahoeve en Marlot;Haagse Hout;52.09298479934302;4.366264824530778;2
Vereniging Van Eigenaars Hendrinaland 112 T/M 206 (Even Nr) (Fictief) Te 'S-Gravenhage;48;2591TN;160;Mariahoeve en Marlot;Haagse Hout;52.093490040935855;4.367204224477236;2
"Vereniging van Eigenaren Leyweg ""Nieuwe Uitbreiding I"" te 's-Gravenhage";48;2545GE;527E;Morgenstond;Escamp;52.05086086765927;4.272756372078149;2
V.V.E. Kuinrestraat 3 Tot En Met 119 Te S Gravenhage;48;2541VV;55;Morgenstond;Escamp;52.05431217697459;4.27574141696746;3
Vereniging van Eigenaars Westeroord/Messchaertstraat (Messchaertstraat 1 tot en met 107 en Julius Röntgenstraat 120 tot en met 166) te 's-Gravenhage;48;2551KL;1;Waldeck;Loosduinen;52.06126155189332;4.2295394224771465;3
Vereniging Van Eigenaren Willem Pijperstraat 78 T/M 116, 172 T/M178, 182 T/M 196, 200 T/M 214, 218 T/M 232, 236 T/M 250, 254 T/M268, 272 T/M 278 Even Nummers Te 'S-Gravenhage;48;2551CP;172;Waldeck;Loosduinen;52.058749508463144;4.228802719407399;3
Vereniging van Eigenaars ondersplitsing gebouw Lisztstraat 3 tot en met 109 (oneven nummers) te 's-Gravenhage;48;2551TA;3;Waldeck;Loosduinen;52.05469764456538;4.234917861998151;3
Vereniging van Eigenaars Segbroeklaan 304 tot en met 402 (even nummers) te 's-Gravenhage;48;2565DW;306;Bomen- en Bloemenbuurt;Segbroek;52.0814194672164;4.2687134445330654;3
Vereniging Van Eigenaren Sportlaan 1130 T/M 1244 (Even Nrs.) Te 'S-Gravenhage;48;2566NL;1152;Bomen- en Bloemenbuurt;Segbroek;52.0781265572975;4.255645468404183;4
Vereniging Van Eigenaren Sportlaan 606 T/M 724 Te 'S-Gravenhage;48;2566MK;628;Bomen- en Bloemenbuurt;Segbroek;52.08069264565466;4.261871236037936;6
Vereniging Van Eigenaars Flatgebouw Iepstaete Te 'S-Gravenhage;48;2565LK;157;Bomen- en Bloemenbuurt;Segbroek;52.08264350139634;4.272647016367802;2
Vereniging Van Eigenaars Parkflat Marlotlaan Te 'S-Gravenhage;48;2594BM;1;Mariahoeve en Marlot;Haagse Hout;52.10333965483314;4.3560352858046985;1
Vereniging Van Eigenaars Denenburg 73 T/M 169 Te 'S-Gravenhage;48;2591AC;123;Mariahoeve en Marlot;Haagse Hout;52.09000933810061;4.357814901875732;3
Vereniging van eigenaars Hongarenburg 68 tot en met 162 (even nummers) te 's-Gravenhage;48;2591XD;68;Mariahoeve en Marlot;Haagse Hout;52.08968685974823;4.359373913423647;2
Vereniging van eigenaars gebouwen Waldo Park en Waldo Twins aan de Waldorpstraat nummers 403 tot en met 507-a (oneven nummers) te 's-Gravenhage;48;2521CJ;411;Laakkwartier en Spoorwijk;Laak;52.059678694305305;4.309997893869495;1
Vereniging Van Eigenaars Hooftskadelaan 30 Tot En Met 134(Even) En Nicolaas Penninghof 40,41,42;48;2526KG;82;Schildersbuurt;Centrum;52.06979035997634;4.309608350486504;3
Vereniging Van Eigenaars Woningen Vaillantlaan 520 Tot En Met 616 (Even Nummers) En 620, 624, 628 En 632 En Stallingsgarage Frans Halsstraat 78 Te Den Haag;48;2526AM;536;Schildersbuurt;Centrum;52.06451258176446;4.309865841875646;3
Vereniging Van Eigenaars Tinaarlostraat 24 Tot En Met 74, 78 En 82 Tot En Met 132 Te 'S-Gravenhage;48;2545RD;26;Morgenstond;Escamp;52.047035361445566;4.276805479998656;1
Vereniging Van Eigenaars De Dreef 1 Tot En Met 53 En Melis Stokelaan 2668 Tot En Met 2720;48;2542NA;1;Bouwlust/Vrederust;Escamp;52.034027828572185;4.257667236563866;2
VERENIGING VAN EIGENAARS COEVORDENSTRAAT 108-154,158-168,172-182,186-196 EN 200-218(EVEN NUMMERS) TE DEN HAAG;48;2541SN;108;Morgenstond;Escamp;52.04741225776118;4.284214278661002;2
vereniging van eigenaars Norgstraat Wapserveenstraat te s gravenhage;48;2545LM;478;Morgenstond;Escamp;52.04616455708663;4.273020174905;3
VERENIGING VAN EIGENAARS EEKHOORNRADE 2 TOT EN MET 108 TE 'S-GRAVENHAGE;48;2544VC;56;Bouwlust/Vrederust;Escamp;52.04497496093085;4.2602948072401805;2
Vereniging van Eigenaars Beresteinlaan 561-599 te 's-Gravenhage;48;2542JP;561;Bouwlust/Vrederust;Escamp;52.038671143712044;4.2586070252870885;1
Vereniging van Eigenaars Wezelrade/Vossenrade te 's-Gravenhage;48;2544XK;4;Bouwlust/Vrederust;Escamp;52.04623926512288;4.257486487170622;2
vereniging van appartementseigenaars gebouw coevordenstraat 3 tot en met 113 (oneven) en enschedelaan 2 te 's-gravenhage;48;2541TJ;59;Morgenstond;Escamp;52.04735954048767;4.283548637982161;2
"Vereniging van Eigenaars ""Kantoren en woningen Leyweg"" aan de Leyweg 807-813 te 's-Gravenhage""";48;2545HA;807R;Morgenstond;Escamp;52.04496960625347;4.280544072937712;1
Vereniging van Eigenaars Schoeplaan 135 tot en met 241 (oneven nummers) te 's-Gravenhage;48;2516WJ;137;Laakkwartier en Spoorwijk;Laak;52.06348087988336;4.334750001823852;1
Vereniging van Eigenaars Noordpolderkade 292 tot en met 398 (even nummers) te 's-Gravenhage;48;2516JR;318;Laakkwartier en Spoorwijk;Laak;52.06308602670891;4.334429480530775;3
Vereniging van Eigenaars Haagsche Hof;48;2545CZ;245B;Leyenburg;Escamp;52.05665108960063;4.265081709395281;1
Vereniging Van Eigenaars Veenendaalkade 377 T/M 483 Te 'S-Gravenhage;48;2547AL;413;Leyenburg;Escamp;52.05873528917348;4.267228275118968;3
Vereniging Van Eigenaars Torenflat Dignaland Te 'S-Gravenhage;48;2591CD;52;Mariahoeve en Marlot;Haagse Hout;52.09352900242985;4.3654749040029985;2
"""Vereniging van Eigenaars Isabellaland 261 tot en met 373 (oneven nummers) en Catharinaland 388 te 's-Gravenhage";48;2591SH;297;Mariahoeve en Marlot;Haagse Hout;52.09493268474537;4.368639983335513;3
Vereniging Van Eigenaars La Residence Te Den Haag;47;2586BK;75E;Scheveningen;Scheveningen;52.11128603308016;4.281777972743749;1
Vereniging Van Eigenaars Woningen Residentie Willemstaete Aan De Scheveningseweg 255 Te Den Haag;47;2584HN;272;Scheveningen;Scheveningen;52.10265668583141;4.2789044710049895;2
Vereniging Van Eigenaren Huize Boschzicht Te 'S-Gravenhage;47;2596BB;24;Benoordenhout;Haagse Hout;52.088799937670075;4.321947540471611;2
Vereniging Van Eigenaren Landrestraat 285 T/M 425 Te 'S-Gravenhage;47;2551AM;365;Waldeck;Loosduinen;52.06108584571669;4.228055874868413;4
Vereniging Van Eigenaars Flatgebouw Louis Davidsstraat 263 T/M 383(Oneven)Te 'S-Gravenhage;47;2551EK;351;Waldeck;Loosduinen;52.05731714338629;4.23099301463013;3
Vereniging Van Eigenaars Riouwstraat-Noord Te 'S-Gravenhage;47;2585HE;82B;Archipelbuurt;Centrum;52.09251073870807;4.300688308149482;3
Vereniging Van Eigenaars 2e Messstraat 10 T/M 80 Te 'S-Gravenhage;47;2586XE;48;Scheveningen;Scheveningen;52.11012381405993;4.282928379116981;2
Vereniging Van Eigenaars Jan Van Der Heydenstraat 72-166 Te 'S-Gravenhage;47;2522ES;72;Laakkwartier en Spoorwijk;Laak;52.05986451494798;4.330998674193596;3
Vereniging Van Eigenaars Parkflat Duttendel Ii Te 'S-Gravenhage;47;2597BG;906;Westbroekpark en Duttendel;Scheveningen;52.10860495539721;4.307548545139549;2
Vereniging Van Eigenaars Hoefkade 14 Tot En Met 30 (Even) En Kraijenhoffstraat 10 Tot En Met 94 (Even) Te 'S-Gravenhage;47;2515RD;26;Stationsbuurt;Centrum;52.07103513407717;4.320189712518407;4
vereniging van ondereigenaars woningen en commerciele ruimten podium IV melis stokelaan te s gravenhage;47;2541GB;1756;Bouwlust/Vrederust;Escamp;52.041003523151495;4.270344319805249;2
Vereniging van Eigenaars flatgebouw Louis Davidsstraat 5 tot en met 121 (oneven) te 's-Gravenhage;46;2551EB;47;Waldeck;Loosduinen;52.05729211874952;4.232553544953138;3
Vereniging van Eigenaars VITA Meppelweg 644 tot en met 712 (even nummers), Nijeveenstraat 5 tot en met 13 (oneven nummers) en Schoonebeekstraat 8 te 's-Gravenhage;46;2544BN;644;Morgenstond;Escamp;52.05142304639731;4.26629466267927;3
Vereniging Van Eigenaars Louis Davidsstraat 401 T/M 521(Oneven) Te 'S-Gravenhage;46;2551EM;447;Waldeck;Loosduinen;52.0571290574943;4.230404990075898;3
Vereniging van Eigenaars Duinflat I Kijkduinsestraat 930/1002 en Heliotrooplaan 418/444 te 's-Gravenhage;46;2554AH;956;Bohemen en Meer en Bos;Loosduinen;52.06525520146039;4.225140807033469;4
Vereniging Van Eigenaars Hobbeven Aan De De Heemstraat En De Van Der Vennestraat Te 'S-Gravenhage;46;2525EN;132;Schildersbuurt;Centrum;52.06670130017621;4.298715930096232;2
Vereniging van Eigenaars Jan Muschlaan 190 tot en met 300 te 's-Gravenhage;46;2597VD;194;Benoordenhout;Haagse Hout;52.10566481222308;4.328626820767444;3
Vereniging Van Eigenaars Centrumplan Ypenburg Blok F Te 'S-Gravenhage;46;2496SK;15;Ypenburg;Leidschenveen-Ypenburg;52.04069732839324;4.369042869024458;3
Vereniging Van Eigenaars Centrumplan Ypenburg Blok F Laagbouw Te'S-Gravenhage;46;2496SK;15;Ypenburg;Leidschenveen-Ypenburg;52.04069732839324;4.369042869024458;3
Vereniging Van Eigenaars Centrumplan Ypenburg Blok H Laagbouw Te 'S-Gravenhage;46;2496ST;11;Ypenburg;Leidschenveen-Ypenburg;52.041527933253114;4.370279076476555;2
Vereniging van Eigenaars Duinflat II, Narcislaan 283-355 en Heliotrooplaan 390/416 te 's-Gravenhage;46;2555LR;309;Bohemen en Meer en Bos;Loosduinen;52.065520716633465;4.225835576457276;5
Vereniging van Eigenaars Heliotrooplaan 364/386 en Narcislaan 209/281 te 's-Gravenhage;46;2555LM;235;Bohemen en Meer en Bos;Loosduinen;52.06576904163945;4.226544101154542;4
Vereniging Van Eigenaars Flatgebouw Louis Davidstraat 137 T/M 257(Oneven)Te 'S-Gravenhage;46;2551EE;183;Waldeck;Loosduinen;52.05723492110938;4.231941954648161;3
Vereniging van Eigenaars van het flatgebouw Louis Davidsstraat 529 tot en met 641 (oneven nummers) te 's-Gravenhage;46;2551ER;571;Waldeck;Loosduinen;52.05703309209067;4.2294754589546555;3
Vereniging Van Eigenaars Flat Zorgvliet Alexander Gogelweg 1 T/M 77 te 'S-Gravenhage;46;2517JE;23;Zorgvliet;Scheveningen;52.08643484439712;4.28485919155755;3
Vereniging van Eigenaars Waldeck Pyrmontkade voormalige GG & GD locatie te 's-Gravenhage;46;2518JR;60;Zeeheldenkwartier;Centrum;52.07740837040031;4.29403712450045;1
Vereniging van Eigenaars Woningen Mackaystraat te 's-Gravenhage;46;2571BK;20;Regentessekwartier;Segbroek;52.0748230865197;4.290202466231981;1
vereniging van eigenaars woningen asmansweg te 's-gravenhage;46;2571AD;231;Regentessekwartier;Segbroek;52.07312484600451;4.291268461155316;1
"""Vereniging van eigenaars Waldorpstraat 412 tot en met 506 te 2521 CH 's-Gravenhage";46;2521CH;414;Laakkwartier en Spoorwijk;Laak;52.0621482597613;4.312185651510413;1
Vereniging Van Eigenaars Gerard Doustraat En Omgeving;46;2526NB;41A;Schildersbuurt;Centrum;52.07010449054241;4.301873765537829;2
Vereniging Van Eigenaars De Drentse Hoek Gelegen Aan De Norgstraat,Dieverstraat En Oosterhesselenstraat Te 'S-Gravenhage;46;2545SW;311;Morgenstond;Escamp;52.04723410564397;4.271714087899727;3
""" Vereniging Van Eigenaars Laan Van Nieuw Oost-Indie 72 Tot En Met 108 Woningen (Even Nummers) """;46;2593BW;72B;Bezuidenhout;Haagse Hout;52.086176464322406;4.3374444031621096;3
Vereniging Van Eigenaars Van Het Flatgebouw Louis Davidsstraat 665 T/M 777(Oneven Nrs)Te 'S-Gravenhage;45;2551EV;707;Waldeck;Loosduinen;52.05691838698528;4.228864008019757;3
Vereniging Ven Eigenaars Loosduinseweg 1 En Noord West Buiten- Singel3 Tot En Met 7h Te 'S Gravenhage;45;2518PA;3;Regentessekwartier;Segbroek;52.07408088039429;4.295939840551704;1
"Vereniging Van Eigenaars Woningen ""Queens House"" Aan De Bezuidenhoutseweg 72 Tot En Met 80 Te 'S-Gravenhage";45;2594AX;80X;Haagse Bos;Haagse Hout;52.08629130436967;4.331334412799643;2
Vereniging Van Eigenaars Weidevogellaan 150 Tot En Met 236 (Even Nummers) Te Den Haag;45;2496MZ;150;Ypenburg;Leidschenveen-Ypenburg;52.046373560578054;4.37417948670522;1
Vereniging van Eigenaars Juliana van Stolberglaan 30, 34 tot en met 86 en 90 tot en met 102 (allen even nummers) en Adelheidstraat 122 tot en met 140 (even nummers) te 's-Gravenhage;45;2595CL;30;Bezuidenhout;Haagse Hout;52.082372367254756;4.332537729151979;2
Vereniging van Eigenaars Hellingweg 149-171 te ‘s-Gravenhage;45;2583DZ;149C;Scheveningen;Scheveningen;52.09672205913896;4.263201665483924;1
Vereniging Van Eigenaars Zeehaghe Deltaplein Te Den Haag Gevestigd Te 'S-Gravenhage;45;2554GK;660;Kijkduin en Ockenburgh;Loosduinen;52.06745034352668;4.219017012316755;1
Vereniging Van Eigenaars Oranjeflats 96, 97,98 En 99 Te 'S-Gravenhage;45;2586JE;98F;Belgisch Park;Scheveningen;52.11552577799496;4.285505834418905;2
Vereniging Van Eigenaars Hofappartementen Prinsegracht Te 'S-Gravenhage;45;2512EE;179;Centrum;Centrum;52.0730984225011;4.301687852441401;1
"""Vereniging Van Eigenaars Ferrandweg En Laakkade Te 'S-Gravenhage""";45;2523XT;2J;Laakkwartier en Spoorwijk;Laak;52.05698161374698;4.312913672385414;2
Vereniging Van Eigenaars Woningen Laan Van Wateringseveld/Hoek Havanasingel Espectro Te 'S-Gravenhage;45;2548GP;6;Wateringse Veld;Escamp;52.03433273170036;4.284746005518334;2
Vereniging Van Eigenaars Albert Termotestraat 10 T/M 64/ Mari Andriessenstraat 15 T/M 69 Te 'S-Gravenhage;45;2552NN;17;Loosduinen;Loosduinen;52.054588507884425;4.248682301190747;2
Vereniging van Eigenaars Jan Romeinstraat 60 tot en met 164 te 's-Gravenhage;45;2552KE;60;Loosduinen;Loosduinen;52.054031613412704;4.253574746803625;2
Vereniging van eigenaars Nieuw Kijkduin woningen Gregale, Deltapromenade 250 tot en met 292 te 's-Gravenhage;45;2554GX;250;Kijkduin en Ockenburgh;Loosduinen;52.068526090540615;4.2210905919532085;1
Vereniging van Eigenaars Appartementencomplex Calandkade 161 en 162 te 's-Gravenhage;44;2521AA;161;Laakkwartier en Spoorwijk;Laak;52.05953771056632;4.311314364693932;1
Vereniging Van Eigenaars Gebouw De Boog Woningen;44;2547CZ;1172;Loosduinen;Loosduinen;52.06199915853554;4.260215092884799;1
Vereniging van Eigenaars Hellingweg 137-143 en 149-171 te ‘s-Gravenhage;44;2583DZ;149B;Scheveningen;Scheveningen;52.09666389812641;4.263192794729849;1
Vereniging Van Eigenaars Centrumplan Ypenburg Blok G Laagbouw Te'S-Gravenhage;44;2496SM;8;Ypenburg;Leidschenveen-Ypenburg;52.040923471925055;4.36962794997866;2
Vereniging Van Eigenaars Van Appartementen 'S-Gravenhof Te 'S-Gravenhage;44;2597JM;121A;Westbroekpark en Duttendel;Scheveningen;52.10489535243554;4.296003029130021;1
vereniging van eigenaars jacob catsstraat 80 tot en met 128 (even) en waterloostraat 52 tot en met 102 (even) te 's-Gravenhage;44;2515HW;52;Schildersbuurt;Centrum;52.070312259452294;4.311583906932283;3
vereniging van eigenaars wellingtonstraat 63 tot en met 163 (oneven) te 's-Gravenhage;44;2515HR;125;Schildersbuurt;Centrum;52.06949158110243;4.312230223304787;3
Vereniging van Ondereigenaars woningen Buitenom 120 tot en met 167 te 's-Gravenhage;44;2512XD;121;Centrum;Centrum;52.07170813179206;4.302245924023076;1
Vve Doedijnstr.35 t/m69(Oneven) Hoefkade 770,772,772a,774t/m786, 788t/m796(Even) J.Pienemanstr.91,93 J.Steenstr.4t/m38(Even) S Gravenhage;44;2526EK;6;Schildersbuurt;Centrum;52.06699877706565;4.311140165061425;5
Vereniging van eigenaars Nieuw Kijkduin woningen Tramontana, Deltapromenade 322 tot en met 365 te ‘s-Gravenhage;44;2554GX;322;Kijkduin en Ockenburgh;Loosduinen;52.06884352012174;4.220737994552892;1
Vereniging Van Eigenaars Margarethaland Vte 'S-Gravenhage;44;2591VD;437;Mariahoeve en Marlot;Haagse Hout;52.09307195444349;4.370767838375227;1
Vereniging Van Eigenaren Oranjeflats, Zeekant 92-95 Scheveningen;43;2586JC;94K;Belgisch Park;Scheveningen;52.11511090736754;4.284841717932169;2
Vereniging van Eigenaars Laan van Meerdervoort 1128-1156, Groen van Prinstererlaan 1-51 en Troubadourstraat 4-16 te 's-Gravenhage;43;2555CA;1128;Waldeck;Loosduinen;52.066320622648995;4.243784306675649;3
Vereniging van Eigenaars Hellasduin te 's-Gravenhage;43;2566DA;359;Vogelwijk;Segbroek;52.07621796611336;4.242860965581286;1
Vereniging Van Eigenaars Fahrenheitstraat, Hoek Hanenburglaan 'S-Gravenhage;43;2565NA;6;Bomen- en Bloemenbuurt;Segbroek;52.080234922785436;4.268064678143768;2
"""Vereniging Van Eigenaars Gebouw ""Het Prinsenhuys"" Aan De Prinsegracht/Lage Nieuwstraat Te 'S-Gravenhage""";43;2512EX;75R;Centrum;Centrum;52.07377810740188;4.302750880114145;1
"Vereniging Van Eigenaars ""Appartementengebouw Groot Hertoginnelaan/Hoek Sweelinckstraat ""Residence Eline Vere""""";43;2517EG;8B;Duinoord;Scheveningen;52.08471330839678;4.29077272535434;1
Vereniging van Eigenaars Koningin Marialaan 23e tot en met 25x (oneven nummers, exclusief huisnummertoevoeging i en o) te 2595 GA 's-Gravenhage;43;2595GA;23F;Bezuidenhout;Haagse Hout;52.08308999166637;4.334738734313721;1
Vereniging van Eigenaars Pretoriusstraat 50 tot en met 148 (even nummers) te 's-Gravenhage;43;2571VH;82;Transvaalkwartier;Centrum;52.070309163973846;4.289687199274089;3
Vereniging Van Eigenaars Westeinde 527/623 Te 'S-Gravenhage;43;2512HC;565;Centrum;Centrum;52.07477639380245;4.298615762502952;2
Vereniging Van Eigenaars Complex Adagio/Andante Aan Het Muzenplein Te 'S-Gravenhage;43;2511GD;56;Centrum;Centrum;52.079979356357505;4.319664235325958;2
Vereniging Van Eigenaars 43 Woningen Vaillantlaan En Gerard Doustraat Te 'S-Gravenhage;43;2526HL;4;Schildersbuurt;Centrum;52.07018386015644;4.301264977239678;3
Vereniging van Eigenaars Scheveningseweg 54 tot en met 54e-2 (Gebouw A) te 2517 KW 's-Gravenhage;43;2517KW;54A;Geuzen- en Statenkwartier;Scheveningen;52.096846550243434;4.284401711475315;1
Vereniging van Eigenaars van de Laan van Meerdervoort 1096 tot en met 1126 (even), Thorbeckelaan 703 tot en met 751 (oneven) en Kersenstraat 2 tot en met 16 (even);43;2564CJ;703;Vruchtenbuurt;Segbroek;52.06708228426952;4.247688136026762;2
Vereniging Van Eigenaars Vlaskamp 272 T/M 400 Te S Gravenhagee;42;2592AL;372;Mariahoeve en Marlot;Haagse Hout;52.09223125729003;4.349330580541084;3
Vereniging van Eigenaars Kurhausappartementen Noordzijde te Scheveningen, gelegen aan de Gevers Deynootweg en het Gevers Deynootplein te 's-Gravenhage;42;2586CN;63;Scheveningen;Scheveningen;52.113284501266925;4.283055314873257;3
Vereniging Van Eigenaren Meppelweg 715 T/M 799 Te 'S-Gravenhage;42;2544AV;757;Morgenstond;Escamp;52.05134146439717;4.263969989018799;2
Vereniging van Eigenaars Woningen Gebouw A Julia's Park aan de Thérèse Schwartzestraat te Den Haag;42;2597XK;99;Benoordenhout;Haagse Hout;52.09749762509461;4.336828392062572;1
Vereniging Van Eigenaars Deckersduyn Te S Gravenhage;42;2517SC;19J;Duinoord;Scheveningen;52.08448556993908;4.27535110095198;1
Vereniging Van Eigenaars Zwedenburg 314 T/M 400 ( Even) Te 'S-Gravenhage;42;2591BN;314;Mariahoeve en Marlot;Haagse Hout;52.0933872179501;4.363110818635602;2
Vereniging Van Eigenaren Hertenrade 360 T/M 466 (Even Nrs.) Te 'S-Gravenhage;42;2544HS;406;Bouwlust/Vrederust;Escamp;52.04634887942516;4.263258742446747;2
Vereniging Van Eigenaars Kornalijnhorst 164/252 Te 'S-Gravenhage;42;2592JA;166;Mariahoeve en Marlot;Haagse Hout;52.095381046457206;4.361066115266792;2
Vereniging Van Eigenaars Zwedenburg 106 T/M 204 (Even) Te 'S-Gravenhage;42;2591BJ;106;Mariahoeve en Marlot;Haagse Hout;52.09282026466279;4.36184917471308;2
Vereniging Van Eigenaars De Driehoek Aan De Treilerdwarsweg,Zeesluisweg En Schokkerweg Te 'S-Gravenhage;42;2583DA;15;Scheveningen;Scheveningen;52.10124508522137;4.270268588301276;3
Vereniging van Eigenaars Gebouw Hengelolaan 1174 tot en met 1266 (even nummers) te 's-Gravenhage;42;2544GV;1174;Bouwlust/Vrederust;Escamp;52.04027405951763;4.255455199738158;2
Vereniging Van Eigenaars Vlaskamp 140 Tot En Met 270 ( Even Nummers)Te S Gravenhage;42;2592AH;242;Mariahoeve en Marlot;Haagse Hout;52.09198261739934;4.348653576287249;3
Vereniging Van Eigenaars Meppelweg 543 Tot En Met 627 Te S Gravenhage;42;2544AN;545;Morgenstond;Escamp;52.05182115051864;4.265798726997505;2
Vereniging Van Eigenaars Meppelweg 457 Tot En Met 541 Te S Gravenhage;42;2544AM;497;Morgenstond;Escamp;52.052272215529;4.26636213455926;2
Vereniging Van Eigenaars Zwedenburg 2 T/M 100 ( Even) Te 'S-Gravenhage;42;2591BG;2;Mariahoeve en Marlot;Haagse Hout;52.092538066778346;4.361229542825699;2
V.V.E. 42 Woningen Vriezenveenstraat Te 'S-Gravenhage;42;2541CA;62;Morgenstond;Escamp;52.04659944351156;4.28601702452941;1
Vereniging van Eigenaars Anslostraat 113 tot en mer 207 (oneven nummers) te 's-Gravenhage;42;2533KC;113;Moerwijk;Escamp;52.05063656909731;4.294851181750392;2
Vereniging van Eigenaars Aagje Dekenlaan 156 tot en met 252 (even nummers) te 's-Gravenhage;42;2533SM;158;Moerwijk;Escamp;52.05037831730995;4.294392455223124;2
Vereniging van Eigenaars Joan Blasiusstraat 5 tot en met 101 (oneven nummers) te 's-Gravenhage;42;2533KK;5;Moerwijk;Escamp;52.05119715899841;4.296163678971739;2
Vereniging van Eigenaars Jan Vosstraat 6 tot en met 102 (even nummers) te 's-Gravenhage;42;2533TX;8;Moerwijk;Escamp;52.05095235033893;4.2956864889104915;2
Vereniging van Eigenaars Anslostraat 114 tot en met 210 (even nummers) te s Gravenhage;42;2533KH;114;Moerwijk;Escamp;52.05074997970721;4.295085639588188;2
Vereniging Van Eigenaren Flats Beethovenplantsoen, Cornelie Van Zantenstraat 118-230te 'S-Gravenhage;42;2551PP;174;Waldeck;Loosduinen;52.05747492331307;4.234387773650205;4
"Vereniging van Eigenaars ""Westeroord V"", Cornelie van Zantenstraat 2 tot en met 116";42;2551PJ;6;Waldeck;Loosduinen;52.057369201607656;4.233236294172421;4
Vereniging van Eigenaars Duinstrip complex 7 te 's-Gravenhage;42;2583VL;4;Duindorp;Scheveningen;52.091508282910716;4.257200828793412;4
Vereniging Van Eigenaars Zwedenburg 1 T/M 87 (Oneven) Te 'S-Gravenhage;42;2591BA;5;Mariahoeve en Marlot;Haagse Hout;52.092253690738914;4.36062543731531;2
"Vereniging van Eigenaars ""Zwedenburg 210 tot en met 308 (even nummers) te 's-Gravenhage""";42;2591BL;210;Mariahoeve en Marlot;Haagse Hout;52.093098135214845;4.36248115731258;2
Vereniging van Eigenaars Suzannaland 498 tot en met 616;42;2591JW;530;Mariahoeve en Marlot;Haagse Hout;52.10015663229663;4.362613258105788;3
Vereniging van Eigenaars Suzannaland 374 tot en met 492;42;2591JS;406;Mariahoeve en Marlot;Haagse Hout;52.09984300597699;4.362012207912243;3
Vereniging van Eigenaars Suzannaland 250 tot en met 368;42;2591JN;282;Mariahoeve en Marlot;Haagse Hout;52.09953357911482;4.36140552347358;3
Vereniging van Eigenaars Suzannaland 126 tot en met 244;42;2591JK;158;Mariahoeve en Marlot;Haagse Hout;52.09922200008159;4.360800823363105;3
